"id";"pmid";"doi";"any paper";"publication_found";"publication_date";"comments_from_doublecheck";"last_update_submitted_date";"registration_date";"summary_results_date";"study_type";"phase";"enrollment";"recruitment_status";"title";"start_date";"completion_date";"primary_completion_date";"has_summary_results";"allocation";"masking";"main_sponsor";"is_multicentric";"principal_investigator_1";"principal_investigator_2";"principal_investigator_3";"study_chair_1";"study_chair_2";"study_director_1";"study_director_2";"unspecified_official";"sub_investigator";"registration_year";"start_year";"completion_year";"primary_completion_year";"affiliation";"initial_doublecheck";"main_sample_rater";"publication_type";"has_reg_pub_link";"color_green_only";"color";"issn";"journal";"publisher";"publication_date_unpaywall";"has_followup_2y";"has_followup_2y_pub";"has_followup_2y_sumres";"has_followup_5y";"has_followup_5y_pub";"has_followup_5y_sumres";"is_summary_results_5y";"is_summary_results_2y";"is_publication_2y";"is_publication_5y";"has_publication";"has_pubmed";"has_ft";"ft_source";"ft_doi.x";"pub_title";"journal_pubmed";"ppub_date";"epub_date";"citation";"registry";"has_trn_secondary_id";"has_trn_abstract";"has_trn_ft";"ft_doi.y"
"NCT01808664";"26640973";"10.1186/s12966-016-0385-7";1;1;2016-02-01;NA;2020-02-24;2012-11-20;NA;"Interventional";"Not Applicable";61;"Completed";"Promoting Patient-Centered Counseling to Reduce Inappropriate Diagnostic Tests";2013-04-01;2014-12-01;2014-09-01;FALSE;"Randomized";"Double";"OTHER";TRUE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2014;2014;"UCD";NA;"Samruddhi";"journal publication";TRUE;"gold";"gold";"1479-5868";"International Journal of Behavioral Nutrition and Physical Activity";"Springer Science and Business Media LLC";2016-05-28;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Promoting Patient-Centered Counseling to Reduce Use of Low-Value Diagnostic Tests: A Randomized Clinical Trial";"JAMA internal medicine";"2016-Feb";NA;"Fenton et al. (2016) Promoting Patient-Centered Counseling to Reduce Use of Low-Value Diagnostic Tests: A Randomized Clinical Trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01461707";"26649879";"10.1007/s13142-015-0349-5";1;1;2016-05-01;NA;2017-10-24;2011-10-26;2017-03-24;"Interventional";"Not Applicable";30;"Completed";"The MOTHER (Mobile Technologies to Help Enhancing Regular Physical Activity) Trial for Pregnant Women";2012-10-01;2014-06-01;2014-05-01;TRUE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2011;2012;2014;2014;"UCSF";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"1869-6716,1613-9860";"Translational Behavioral Medicine";"Oxford University Press (OUP)";2015-10-13;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"mHealth Physical Activity Intervention: A Randomized Pilot Study in Physically Inactive Pregnant Women";"Maternal and child health journal";"2016-May";NA;"Choi et al. (2016) mHealth Physical Activity Intervention: A Randomized Pilot Study in Physically Inactive Pregnant Women";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02306980";"26658119";"10.1371/journal.pone.0157349";1;1;2015-12-10;NA;2017-07-21;2014-12-01;NA;"Interventional";"Not Applicable";12;"Completed";"Oral Administration of Colostrum to Premature Babies: Impact on the Oral Microbiota";2013-10-01;2016-06-01;2015-04-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"UC Davis";NA;NA;NA;NA;NA;NA;NA;NA;2014;2013;2016;2015;"UCD";NA;"Nicole";"journal publication";TRUE;"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";2016-06-15;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Buccal administration of human colostrum: impact on the oral microbiota of premature infants";"Journal of perinatology : official journal of the California Perinatal Association";"2016-Feb";"2015-12-10";"Sohn et al. (2016) Buccal administration of human colostrum: impact on the oral microbiota of premature infants";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02070237";"26658126";"10.1017/jns.2015.42";1;1;2015-12-10;NA;2015-10-22;2014-02-20;2015-09-23;"Interventional";"Phase 1";90;"Completed";"Comparing Anti-XA Levels in Post-Cesarean Patients Undergoing Enoxaparin Thromboprophylaxis";2013-08-01;2014-03-01;2014-03-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"Memorial Health Care System; University of California Irvine";NA;NA;NA;NA;NA;NA;NA;NA;2014;2013;2014;2014;"UCI";NA;"Emmanuel";"journal publication";TRUE;"gold";"gold";"2048-6790";"Journal of Nutritional Science";"Cambridge University Press (CUP)";2016-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A randomized controlled trial of differing doses of postcesarean enoxaparin thromboprophylaxis in obese women";"Journal of perinatology : official journal of the California Perinatal Association";"2016-Feb";"2015-12-10";"Stephenson et al. (2016) A randomized controlled trial of differing doses of postcesarean enoxaparin thromboprophylaxis in obese women";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01723384";"26674372";"10.1111/ctr.12811";1;2;2016-05-01;NA;2019-04-15;2012-11-02;2018-12-07;"Interventional";"Phase 2";30;"Completed";"Intermittent Naltrexone Among Polysubstance Users";2013-05-01;2014-11-01;2014-10-01;TRUE;"Randomized";"Quadruple";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2014;2014;"UCSF";NA;"Nicole";"journal publication";FALSE;"green";"green";"0902-0063";"Clinical Transplantation";"Wiley";2016-09-24;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Feasibility, Acceptability, and Tolerability of Targeted Naltrexone for Nondependent Methamphetamine-Using and Binge-Drinking Men Who Have Sex with Men";"Journal of acquired immune deficiency syndromes (1999)";"2016-May-01";NA;"Santos et al. (2016) Feasibility, Acceptability, and Tolerability of Targeted Naltrexone for Nondependent Methamphetamine-Using and Binge-Drinking Men Who Have Sex with Men";NA;FALSE;FALSE;FALSE;NA
"NCT00661193";"26725184";"10.1001/jamacardio.2016.0008";1;3;2015-12-25;NA;2020-02-19;2008-04-17;2016-11-04;"Interventional";"Phase 2";59;"Completed";"S0709: Erlotinib With or Without Carboplatin and Paclitaxel in Stage IIIB or Stage IV Non-Small Cell Lung Cancer";2008-12-01;2016-12-01;2015-12-01;TRUE;"Randomized";"None (Open Label)";"NETWORK";TRUE;NA;NA;NA;"University of California, Davis";NA;NA;NA;NA;NA;2008;2008;2016;2015;"UCD";NA;"Nicole";"journal publication";FALSE;"bronze";"green";"2380-6583";"JAMA Cardiology";"American Medical Association (AMA)";2016-05-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"SWOG S0709: Randomized Phase II Trial of Erlotinib versus Erlotinib Plus Carboplatin/Paclitaxel in Patients with Advanced Non-Small Cell Lung Cancer and Impaired Performance Status as Selected by a Serum Proteomics Assay";"Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer";"2016-Mar";"2015-12-25";"Lara et al. (2016) SWOG S0709: Randomized Phase II Trial of Erlotinib versus Erlotinib Plus Carboplatin/Paclitaxel in Patients with Advanced Non-Small Cell Lung Cancer and Impaired Performance Status as Selected by a Serum Proteomics Assay";NA;FALSE;FALSE;FALSE;NA
"NCT02544867";"26735919";"10.1513/AnnalsATS.201605-384OC";1;1;2016-01-06;NA;2015-09-04;2015-09-04;NA;"Interventional";"Not Applicable";30;"Completed";"Optimizing Sedentary Behavior Interventions to Affect Acute Physiological Changes";2013-09-01;2014-03-01;2014-03-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"UCSD";NA;NA;NA;NA;NA;NA;NA;NA;2015;2013;2014;2014;"UCSD";NA;"Mario";"journal publication";TRUE;"green";"green";"2329-6933,2325-6621";"Annals of the American Thoracic Society";"American Thoracic Society";2016-11-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Two-Arm Randomized Pilot Intervention Trial to Decrease Sitting Time and Increase Sit-To-Stand Transitions in Working and Non-Working Older Adults";"PloS one";"2016";"2016-01-06";"Kerr et al. (2016) Two-Arm Randomized Pilot Intervention Trial to Decrease Sitting Time and Increase Sit-To-Stand Transitions in Working and Non-Working Older Adults";"ClinicalTrials.gov";TRUE;TRUE;NA;FALSE
"NCT02596750";"26762206";"10.2196/mhealth.6002";1;2;2016-04-01;NA;2018-11-02;2015-10-31;2017-04-17;"Interventional";"Not Applicable";21;"Completed";"The Effect of Microneedle Pretreatment on Topical Anesthesia";2014-01-01;2015-06-01;2015-06-01;TRUE;"Randomized";"Single";"OTHER";FALSE;"UC Davis";NA;NA;NA;NA;NA;NA;NA;NA;2015;2014;2015;2015;"UCD";NA;"Nicole";"journal publication";FALSE;"gold";"gold";"2291-5222";"JMIR mHealth and uHealth";"JMIR Publications Inc.";2016-08-03;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effect of Microneedle Pretreatment on Topical Anesthesia: A Randomized Clinical Trial";"JAMA dermatology";"2016-Apr";NA;"Ornelas et al. (2016) Effect of Microneedle Pretreatment on Topical Anesthesia: A Randomized Clinical Trial";NA;FALSE;FALSE;FALSE;NA
"NCT01534910";"26764322";"10.1039/c6fo00611f";1;1;2016-01-13;NA;2017-03-09;2012-02-14;2015-02-20;"Interventional";"Phase 4";65;"Completed";"Effect of Aged Garlic Extract on Atherosclerosis";2012-05-01;2014-12-01;2014-12-01;TRUE;"Randomized";"Quadruple";"OTHER";FALSE;"Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;"UCLA";NA;"Samruddhi";"journal publication";TRUE;"green";"green";"2042-6496,2042-650X";"Food &amp; Function";"Royal Society of Chemistry (RSC)";2016-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Aged Garlic Extract Reduces Low Attenuation Plaque in Coronary Arteries of Patients with Metabolic Syndrome in a Prospective Randomized Double-Blind Study";"The Journal of nutrition";"2016-Feb";"2016-01-13";"Matsumoto et al. (2016) Aged Garlic Extract Reduces Low Attenuation Plaque in Coronary Arteries of Patients with Metabolic Syndrome in a Prospective Randomized Double-Blind Study";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01554241";"26782853";"10.1128/AAC.00862-16";1;2;2016-01-01;NA;2015-02-13;2012-03-12;2015-01-23;"Interventional";"Not Applicable";86;"Completed";"Optimizing Vitamin D in the Elderly";2012-09-01;2014-09-01;2014-09-01;TRUE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;"UCSF";NA;"Samruddhi";"journal publication";FALSE;"hybrid";"hybrid";"0066-4804,1098-6596";"Antimicrobial Agents and Chemotherapy";"American Society for Microbiology";2016-10-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Response of Vitamin D Concentration to Vitamin D3 Administration in Older Adults without Sun Exposure: A Randomized Double-Blind Trial";"Journal of the American Geriatrics Society";"2016-Jan";NA;"Schwartz et al. (2016) Response of Vitamin D Concentration to Vitamin D3 Administration in Older Adults without Sun Exposure: A Randomized Double-Blind Trial";NA;FALSE;FALSE;NA;NA
"NCT00871299";"26808973";"10.1148/radiol.2016160220";1;3;2016-01-26;"in publication other (obsolete) ID is cited";2014-12-01;2009-03-27;NA;"Interventional";"Not Applicable";173;"Completed";"Practicing Alternative Techniques to Heal From Depression: The PATH-D Study";2009-09-01;2014-06-01;2014-06-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2014;2014;"UCSF";NA;"Emmanuel";"journal publication";FALSE;"green";"green";"0033-8419,1527-1315";"Radiology";"Radiological Society of North America (RSNA)";2017-02-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Randomized Controlled Trial of Mindfulness-Based Cognitive Therapy for Treatment-Resistant Depression";"Psychotherapy and psychosomatics";"2016";"2016-01-26";"Eisendrath et al. (2016) A Randomized Controlled Trial of Mindfulness-Based Cognitive Therapy for Treatment-Resistant Depression";NA;FALSE;FALSE;FALSE;NA
"NCT01424007";"26811166";"10.1093/neuonc/now176";1;1;2016-01-25;NA;2019-07-01;2011-08-24;NA;"Interventional";"Not Applicable";245;"Completed";"Metabolism, Exercise and Nutrition at UCSD (MENU Study)";2011-12-01;2016-09-01;2016-07-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2016;2016;"UCSD";NA;"Emmanuel";"journal publication";TRUE;"bronze";"green";"1522-8517,1523-5866";"Neuro-Oncology";"Oxford University Press (OUP)";2016-08-29;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effects of Diet Composition and Insulin Resistance Status on Plasma Lipid Levels in a Weight Loss Intervention in Women";"Journal of the American Heart Association";"2016-Jan-25";"2016-01-25";"Le et al. (2016) Effects of Diet Composition and Insulin Resistance Status on Plasma Lipid Levels in a Weight Loss Intervention in Women";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01360203";"26857383";"10.2196/resprot.4672";1;1;2016-03-01;NA;2016-05-10;2011-05-18;NA;"Interventional";"Not Applicable";1437;"Completed";"Better Effectiveness After Transition - Heart Failure";2011-10-01;2014-03-01;2014-03-01;FALSE;"Randomized";"None (Open Label)";"OTHER";TRUE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2014;2014;"UCLA";NA;"Samruddhi";"journal publication";TRUE;"gold";"gold";"1929-0748";"JMIR Research Protocols";"JMIR Publications Inc.";2016-09-06;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effectiveness of Remote Patient Monitoring After Discharge of Hospitalized Patients With Heart Failure: The Better Effectiveness After Transition -- Heart Failure (BEAT-HF) Randomized Clinical Trial";"JAMA internal medicine";"2016-Mar";NA;"Ong et al. (2016) Effectiveness of Remote Patient Monitoring After Discharge of Hospitalized Patients With Heart Failure: The Better Effectiveness After Transition -- Heart Failure (BEAT-HF) Randomized Clinical Trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02594969";"26875771";"10.1007/s00038-016-0875-z";1;2;2016-06-07;"23617366 - is another study, with children, not the PI involved";2017-05-25;2014-07-10;NA;"Interventional";"Not Applicable";20;"Completed";"The Effect of Diluted Sodium Hypochlorite Solution and Moisturizers on Skin Barrier Function in Atopic Dermatitis";2014-01-01;2015-05-01;2015-05-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"UC Davis";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;2015;"UCD";1;NA;"journal publication";FALSE;"green";"green";"1661-8556,1661-8564";"International Journal of Public Health";"Springer Science and Business Media LLC";2016-09-06;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Comparing the effect of bleach and water baths on skin barrier function in atopic dermatitis: a split-body randomized controlled trial";"The British journal of dermatology";"2016-Jul";"2016-06-07";"Shi et al. (2016) Comparing the effect of bleach and water baths on skin barrier function in atopic dermatitis: a split-body randomized controlled trial";NA;FALSE;FALSE;FALSE;NA
"NCT02682498";"26897490";"10.2196/resprot.5836";1;3;2016-01-30;NA;2017-07-05;2016-02-03;2016-10-31;"Interventional";"Phase 4";38;"Completed";"Comparing Post-Op Narcotic Usage in Patients Receiving Periarticular Exparel vs. Standard Periarticular Joint Inj";2013-10-01;2015-08-01;2015-07-01;TRUE;"Randomized";"Double";"OTHER";FALSE;"University of California, Irvine";NA;NA;NA;NA;NA;NA;NA;NA;2016;2013;2015;2015;"UCI";NA;"Mario";"journal publication";FALSE;"gold";"gold";"1929-0748";"JMIR Research Protocols";"JMIR Publications Inc.";2016-09-08;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Is There a Benefit for Liposomal Bupivacaine Compared to a Traditional Periarticular Injection in Total Knee Arthroplasty Patients With a History of Chronic Opioid Use?";"The Journal of arthroplasty";"2016-08";"2016-01-30";"Schwarzkopf et al. (2016) Is There a Benefit for Liposomal Bupivacaine Compared to a Traditional Periarticular Injection in Total Knee Arthroplasty Patients With a History of Chronic Opioid Use?";NA;FALSE;FALSE;FALSE;NA
"NCT00655239";"26903238";"10.1016/j.jaci.2016.08.010";1;1;2016-02-22;NA;2019-01-04;2008-04-07;NA;"Interventional";"Not Applicable";143;"Completed";"Effectiveness of Neuroadaptive Cognitive Training in Adolescents at Risk for Psychosis";2008-06-01;2016-05-01;2016-05-01;FALSE;"Randomized";"Triple";"OTHER";FALSE;"University of California, San Francisco; San Francisco VA Medical Center; NCIRE - The Veterans Health Research Institute";NA;NA;NA;NA;"University of California, San Francisco";NA;NA;NA;2008;2008;2016;2016;"UCSF";NA;"Stefanie";"journal publication";TRUE;"bronze";"green";"0091-6749";"Journal of Allergy and Clinical Immunology";"Elsevier BV";2017-03-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Intensive Auditory Cognitive Training Improves Verbal Memory in Adolescents and Young Adults at Clinical High Risk for Psychosis";"Schizophrenia bulletin";"2016-07";"2016-02-22";"Loewy et al. (2016) Intensive Auditory Cognitive Training Improves Verbal Memory in Adolescents and Young Adults at Clinical High Risk for Psychosis";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01743820";"26906747";"10.1097/QAI.0000000000001179";1;1;2016-02-20;NA;2015-01-16;2012-11-26;NA;"Interventional";"Phase 2";81;"Completed";"Phase2a Primaquine Dose Escalation Study";2013-09-01;2014-12-01;2014-12-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2014;2014;"UCSF";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"1525-4135";"JAIDS Journal of Acquired Immune Deficiency Syndromes";"Ovid Technologies (Wolters Kluwer Health)";2017-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Primaquine to reduce transmission of Plasmodium falciparum malaria in Mali: a single-blind, dose-ranging, adaptive randomised phase 2 trial";"The Lancet. Infectious diseases";"2016-Jun";"2016-02-20";"Dicko et al. (2016) Primaquine to reduce transmission of Plasmodium falciparum malaria in Mali: a single-blind, dose-ranging, adaptive randomised phase 2 trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02262962";"26908675";"10.1016/j.amepre.2016.06.021";1;1;2016-02-10;NA;2016-06-20;2014-10-03;NA;"Interventional";"Not Applicable";251;"Completed";"Well-Child Care Redesign: A New Model of Care for Children in Low-Income Families";2005-06-01;2015-01-01;2015-01-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"UCLA Department of General Pediatrics";NA;NA;NA;NA;NA;NA;NA;NA;2014;2005;2015;2015;"UCLA";NA;"Nicole";"journal publication";TRUE;"green";"green";"0749-3797";"American Journal of Preventive Medicine";"Elsevier BV";2016-10-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Parent Coach Model for Well-Child Care Among Low-Income Children: A Randomized Controlled Trial";"Pediatrics";"2016-Mar";"2016-02-10";"Coker et al. (2016) A Parent Coach Model for Well-Child Care Among Low-Income Children: A Randomized Controlled Trial";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01766713";"26929777";"10.1016/S2352-3018(16)30090-X";1;1;2016-03-01;NA;2020-07-01;2013-01-09;2014-12-10;"Interventional";"Phase 2";50;"Completed";"Ezetimibe Versus Placebo in the Treatment of Non-alcoholic Steatohepatitis";2013-01-01;2014-09-01;2014-08-01;TRUE;"Randomized";"Double";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2013;2013;2014;2014;"UCSD";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"2352-3018";"The Lancet HIV";"Elsevier BV";2016-11-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Cardiovascular risk assessment in the treatment of nonalcoholic steatohepatitis: a secondary analysis of the MOZART trial";"Therapeutic advances in gastroenterology";"2016-Mar";NA;"Lin et al. (2016) Cardiovascular risk assessment in the treatment of nonalcoholic steatohepatitis: a secondary analysis of the MOZART trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01618552";"26956140";"10.1136/tobaccocontrol-2016-053086";1;1;2016-03-08;NA;2015-11-30;2012-05-08;NA;"Interventional";"Not Applicable";182;"Completed";"Training Doctors to Support Patient Self-Care of Depression";2013-04-01;2015-05-01;2015-02-01;FALSE;"Randomized";"Triple";"OTHER";TRUE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2012;2013;2015;2015;"UCD";NA;"Nicole";"journal publication";TRUE;"hybrid";"hybrid";"0964-4563,1468-3318";"Tobacco Control";"BMJ";2016-10-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Training Primary Care Physicians to Employ Self-Efficacy-Enhancing Interviewing Techniques: Randomized Controlled Trial of a Standardized Patient Intervention";"Journal of general internal medicine";"2016-07";"2016-03-08";"Jerant et al. (2016) Training Primary Care Physicians to Employ Self-Efficacy-Enhancing Interviewing Techniques: Randomized Controlled Trial of a Standardized Patient Intervention";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01229696";"26962712";"10.1212/WNL.0000000000003279";1;2;2016-05-01;NA;2016-04-07;2010-10-27;NA;"Interventional";"Phase 4";150;"Completed";"Continuous Popliteal Nerve Blocks: Effect of Perineural Catheter Tip Location Relative to the Sciatic Nerve Bifurcation on Postoperative Analgesia";2010-10-01;2015-06-01;2015-06-01;FALSE;"Randomized";"Single";"OTHER";FALSE;"University of California, San Diego";NA;NA;NA;NA;NA;NA;NA;NA;2010;2010;2015;2015;"UCSD";NA;"Nicole";"journal publication";FALSE;"green";"green";"0028-3878,1526-632X";"Neurology";"Ovid Technologies (Wolters Kluwer Health)";2016-10-05;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Continuous Popliteal Sciatic Blocks: Does Varying Perineural Catheter Location Relative to the Sciatic Bifurcation Influence Block Effects? A Dual-Center, Randomized, Subject-Masked, Controlled Clinical Trial";"Anesthesia and analgesia";"2016-May";NA;"Monahan et al. (2016) Continuous Popliteal Sciatic Blocks: Does Varying Perineural Catheter Location Relative to the Sciatic Bifurcation Influence Block Effects? A Dual-Center, Randomized, Subject-Masked, Controlled Clinical Trial";NA;FALSE;FALSE;NA;NA
"NCT02347488";"26983051";"10.1097/j.pain.0000000000000734";1;2;2016-05-01;NA;2017-03-20;2015-01-08;2016-11-03;"Interventional";"Phase 4";30;"Completed";"Endotracheal Tube Holder and Bite Guard Research";2015-02-01;2016-01-01;2015-08-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"University of California, Los Angeles";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2015;"UCLA";NA;"Nicole";"journal publication";FALSE;"green";"green";"0304-3959,1872-6623";"Pain";"Ovid Technologies (Wolters Kluwer Health)";2016-09-29;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Comparison of the Haider Tube-Guard® Endotracheal Tube Holder Versus Adhesive Tape to Determine if This Novel Device Can Reduce Endotracheal Tube Movement and Prevent Unplanned Extubation";"Anesthesia and analgesia";"2016-May";NA;"Buckley et al. (2016) A Comparison of the Haider Tube-Guard® Endotracheal Tube Holder Versus Adhesive Tape to Determine if This Novel Device Can Reduce Endotracheal Tube Movement and Prevent Unplanned Extubation";NA;FALSE;FALSE;FALSE;NA
"NCT02420561";"26985728";"10.1007/s13555-016-0149-y";1;3;2016-03-17;NA;2015-06-08;2015-04-07;NA;"Interventional";"Not Applicable";307;"Completed";"Motivational Interviewing to Reduce Substance Use Among Depression Patients";2010-10-01;2014-08-01;2014-08-01;FALSE;"Randomized";"None (Open Label)";"OTHER";FALSE;"University of California, San Francisco";NA;NA;NA;NA;NA;NA;NA;NA;2015;2010;2014;2014;"UCSF";NA;"Stefanie";"journal publication";FALSE;"gold";"gold";"2193-8210,2190-9172";"Dermatology and Therapy";"Springer Science and Business Media LLC";2016-10-24;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A randomized clinical trial of Motivational Interviewing to reduce alcohol and drug use among patients with depression";"Journal of consulting and clinical psychology";"2016-Jul";"2016-03-17";"Satre et al. (2016) A randomized clinical trial of Motivational Interviewing to reduce alcohol and drug use among patients with depression";NA;FALSE;FALSE;FALSE;NA
"NCT00814788";"27019001";"10.1001/jamaophthalmol.2016.4096";1;1;2016-03-28;NA;2018-01-05;2008-12-24;2017-03-06;"Interventional";"Phase 2";24;"Completed";"Bicalutamide With or Without Everolimus in Treating Patients With Recurrent or Metastatic Prostate Cancer";2008-12-01;2016-01-01;2015-12-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"University of California, Davis";NA;NA;NA;NA;NA;NA;NA;NA;2008;2008;2016;2015;"UCD";NA;"Emmanuel";"journal publication";TRUE;"green";"green";"2168-6165";"JAMA Ophthalmology";"American Medical Association (AMA)";2016-12-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A phase 2 clinical trial of everolimus plus bicalutamide for castration-resistant prostate cancer";"Cancer";"2016-06-15";"2016-03-28";"Chow et al. (2016) A phase 2 clinical trial of everolimus plus bicalutamide for castration-resistant prostate cancer";NA;FALSE;FALSE;FALSE;NA
